"date","volume_product_1","volume_product_2","volume_product_3","volume_product_4","volume_product_5","volume_product_6","volume_product_7","volume_product_8","price_product_1","price_product_2","price_product_3","price_product_4","price_product_5","price_product_6","price_product_7","price_product_8"
"2012-10",8498.36507996366,2054.9279163847,6140.39350332467,8219.85049223936,1818.08705993689,1225.62603384986,1623.49781861002,2486.00272544293,233.339704384956,255.23863133117,168.773411666149,148.217510918017,118.431172756729,193.866196567106,272.151776240445,181.086436564805
"2012-11",8672.94220069884,2103.71953989401,6501.93229153464,8780.83944012915,1788.28630184903,1172.93625412763,1629.86018770238,2592.02488929891,239.993922336846,279.45762785417,169.090288167786,143.610489483074,127.633829857168,206.795653993147,271.681072290001,197.754599408167
"2012-12",8636.75638839043,2192.58690101239,6521.81460300233,9085.90190902824,1805.84476606257,1147.9053892959,1729.40654056365,2655.36310158733,238.547091109763,254.749813926992,172.755920803544,136.408308399679,114.456018687852,202.995270147953,271.572717006418,175.897460879409
"2013-01",9621.13609476073,1924.81451108232,6150.60148960726,9174.29657551206,1799.68516873337,998.320732633774,1721.14526796251,2606.77268454013,182.108540970864,282.173873307862,246.016912448346,147.169927370129,135.344822889715,214.001639683001,285.616448485206,214.965045669162
"2013-02",9317.0761121977,1953.47921518188,6309.7985500029,8551.44515453877,1887.59188420227,1172.55289602531,1555.67640692767,2494.6017193411,178.961909119339,277.95194112304,224.779496126801,160.546021764834,136.257424508481,211.549689612912,298.290389147167,209.700073371673
"2013-03",9253.43303537983,1898.37306051606,6051.04162945306,8232.90799226397,1815.32290729778,1147.37808580904,1625.64446992666,2566.53330318233,171.962109500397,263.936899272357,212.641009216745,165.375351388172,147.456049691817,212.798791888761,305.653174331188,218.235267177595
"2013-04",9296.31919063628,2015.26133897053,6051.32134345105,8496.8248972844,1836.59368809478,1188.21586594782,1724.87488656789,2769.49958761468,151.3836481037,276.547444685129,261.197698951999,159.327231665034,151.031918022819,220.486113277859,308.964560164379,212.550365514777
"2013-05",9332.78316422524,1958.57293759924,5769.60497115683,8415.1453489052,1833.25304866799,1190.57677496003,1827.30425371209,2866.04835508724,151.681002063183,269.365665383673,240.605552432853,170.728103182423,147.253302735741,220.36799089545,309.912081103584,201.876318323735
"2013-06",9320.29336778783,1855.92538914886,5975.34878846762,8090.26619582917,1843.73374052183,1244.21536598551,1805.32211702525,2828.9713513279,143.433310510882,329.736539277548,247.112434254628,176.467363329087,137.874593828618,230.92794686487,304.337191686805,207.351132012824
"2013-07",9567.49524177324,1875.86447757343,5751.09116829749,8123.56761209682,1800.19832898113,1232.97562278879,1943.32247258676,2832.40040698961,127.990271056604,273.92816808911,229.666348205005,173.557912546572,151.891930397546,230.437591541713,308.905780949788,197.351141729041
"2013-08",9468.63010956192,1804.03392889853,5679.49755456191,8111.97719856591,1781.522261965,1194.77529056517,1825.18594577161,2741.54809761914,144.594995416961,249.712399722704,219.015722058086,187.262728663252,147.35980296415,227.640293948311,296.190459720755,217.480331332093
"2013-09",9504.68085766224,1980.36031257064,5860.26265418382,8412.22616880385,1864.14136084615,1147.90008555517,1719.85800629561,2713.16624264182,150.938898212958,299.475178570729,240.252919012029,192.53018250579,144.191030654792,231.097816448579,309.24508816453,211.587314352577
"2013-10",9664.07380979786,2062.1320269481,5681.45440735231,8636.97917836331,1927.95881600311,1149.2198795657,1700.01435680075,2594.97380944428,153.52269764599,254.008331189439,251.679558052364,182.939530216847,160.213126882448,223.595917712631,305.145053212142,210.771324771987
"2013-11",9809.77651929807,2146.59615533146,5776.83058208938,8895.60255162298,1897.59146776813,1213.32535640976,1708.04559620414,2702.97931951901,140.048705064819,239.372489993852,258.376192850197,158.614894136106,146.392689569955,221.841485225204,302.639312088194,186.189848251511
"2013-12",9702.0135887034,2162.27851362957,6162.73998918402,9482.76151693516,1871.42699255692,1162.64876501325,1841.14429347904,2975.8297596147,140.032202146135,212.274971068401,218.752042200026,145.903570967188,155.358695072216,217.502583577879,300.923294903367,191.121490827302
"2014-01",8550.41262364165,1997.12147122864,6309.44296680382,9030.5471307301,1897.6491433562,1144.54560911173,1730.84933137251,2866.18367471779,157.965524494236,216.271428931155,249.088716984463,150.943381481924,156.006708308557,229.343210506846,299.924854370265,178.583282742611
"2014-02",8550.22973586887,1956.07312680138,6323.73844208253,8470.87547084639,1876.22551776595,1160.22216405437,1629.06326130824,2597.17304094708,139.877345991362,197.118030902702,228.970843221661,156.797090010672,149.332760749484,226.828180887463,297.046956847651,178.298480383859
"2014-03",8663.76904319693,1962.50710252617,6224.8198914017,8395.54756086466,1900.49432287122,1247.41845319776,1672.49227105023,2645.78262508077,128.334571675174,169.594022827302,217.435178482943,168.281523952498,146.445959710528,220.54393137987,292.33628982597,173.638719263271
"2014-04",8715.59316115864,2074.92204753507,6725.34533003225,9003.49631384521,1936.49671658626,1204.32993297715,1781.34731776286,2803.57425894766,158.007045536221,127.497619249365,208.838929932307,133.618833975018,145.554185515143,233.695525953838,301.26596093037,180.582817224965
"2014-05",8586.84409215148,1958.15590092,6015.17067117742,8568.71409106975,1898.05666967309,1192.75763593147,1779.07322394693,2735.81905547003,150.009007726386,151.334948335118,236.931364460602,143.189559839672,147.988951361235,230.297267008132,293.364556611961,185.664579000763
"2014-06",8452.47351256378,1839.50530542855,5768.88636098801,8343.12004578906,1893.03437872997,1132.02757134954,1730.2027737774,2610.83412627512,148.248168909551,124.599852067222,219.421881173891,143.64728908922,149.516642866305,241.811395115042,304.5563205988,191.322800477246
"2014-07",8744.61590016847,1847.84995408932,6045.65176688804,8219.23408906312,1890.07477491452,1160.13181436569,1798.02862694895,2651.2588533592,130.94248496199,185.555891423604,220.861371380704,149.764412091307,146.003417016398,242.658661581914,300.263691351289,187.795837656317
"2014-08",8575.65057585227,1858.17875865166,6019.28478596863,8253.33482171688,1890.85481556614,1151.84616171088,1760.21255559891,2641.4138710592,124.189023430618,204.795208081392,193.950012023619,159.514604332135,145.236086675721,247.315504972198,309.038924267868,185.527577970008
"2014-09",8691.93824366354,1886.75149321358,6405.32360015343,8349.3177137654,1922.32329213558,1211.1666408821,1693.009024382,2595.95356701489,139.396123896771,236.870668633889,188.228904953567,151.327865052514,158.196671824436,245.342057514353,304.487733652403,188.107566783533
"2014-10",8781.84299587366,1967.61106437316,6353.10039550234,8550.90123870728,1942.11089241342,1191.18726343318,1726.58134266034,2636.68931202225,134.788569284858,141.044702553859,230.851481676859,145.263418517216,146.906045503584,241.420776017855,319.035958732993,177.895318603288
"2014-11",8749.21723697259,2081.96487549871,6359.63115907245,9136.69024535281,1954.57133096918,1235.78576794616,1738.6536697266,2713.98921344502,149.311891284628,172.914306043587,197.349003338685,135.64030544032,154.237618955943,247.743763653795,305.373250917245,181.639125748274
"2014-12",8779.15983235949,2185.68501578603,6416.18119857668,9491.95724063079,2025.3301582615,1211.53259899289,1854.0890009091,3045.88673850782,165.046859081287,251.276069112648,196.821424254963,125.303954931463,145.802192064338,245.156114498286,312.27312459527,197.292553815241
"2015-01",8435.15129436318,2003.78784957349,6482.36290473408,8912.73433583978,1942.19305545956,1196.71283079933,1756.56411611979,2794.61351823731,191.836973857131,249.501327945436,204.868156961639,129.527906929153,150.837662247045,248.129121303699,315.568320953358,199.524615245044
"2015-02",8364.50113126438,1955.52473816284,6571.81383801542,8530.84127865749,1989.99335099843,1227.60758582732,1583.72898106717,2515.31923144734,195.508383451646,251.558036175103,228.525746356433,144.835064673797,145.128104496033,242.165820080371,326.432869449599,194.621625512618
"2015-03",8397.17546097333,2005.92334980487,6711.59325001268,8510.53569602224,2003.76367421622,1247.09892608044,1595.18127110676,2583.5230725292,199.027348276766,237.088817523689,205.27760659148,143.925102011078,140.258332487425,243.206256826061,312.261368752352,204.089392929622
"2015-04",8420.05175105583,1998.62198782611,6482.64519542191,8835.16557607099,1969.8672317947,1213.04500253541,1756.83789670248,2718.03506594968,177.263012764413,282.603838934143,214.714910529639,133.624265532607,148.765293567799,258.187909964887,318.521052813177,205.899650969917
"2015-05",8376.4233964927,1914.37233147787,6260.84745516035,8336.99134508858,1947.88263710998,1227.65504034969,1771.00850649781,2716.35404857502,177.133626867699,280.034847085061,276.344812528688,135.281501245547,136.946491800527,253.085751552912,319.672923890422,206.141202823279
"2015-06",8238.692837864,1857.04093099154,6229.51948738624,8151.5572443946,1947.46303150974,1202.92816360541,1739.36651590616,2629.91048854659,154.837204100429,291.984986154725,261.633143642722,135.381326203354,142.259407294324,261.597848167199,312.338755786877,194.72750787872
"2015-07",8300.00395547088,1811.39547648404,5699.15397621957,7999.81750395583,1894.56850751354,1166.97010408806,1767.76288184824,2728.26383721131,163.169972343113,304.03110080311,274.810445833846,143.905304144365,151.121515996099,262.457256435492,314.749711228781,211.977407280322
"2015-08",8447.75504538833,1817.62498794203,5849.46489222482,7986.02261468316,1918.80657622455,1194.82041888547,1779.52800163276,2727.23277573922,173.857156984702,301.404002135345,277.608698969796,152.740487837614,147.585339927735,260.871248079224,309.171261471004,208.564316086469
"2015-09",8486.80634855128,1872.71082591151,6206.12486135635,8128.9950368487,1956.63377890313,1201.07241263629,1712.22942768169,2668.71131617372,154.505261831923,338.637436124912,252.369578845648,154.72853433314,144.236410406122,268.923401692012,332.988800751961,209.941871807164
"2015-10",8552.68031993758,1976.81385600187,6009.00694276127,8434.23233583649,1969.28120715705,1216.27507369176,1676.01398688379,2624.96697749175,154.128407510744,261.818731907545,252.370565999859,136.170251908217,146.979462171005,257.100871828975,336.097381500753,213.427556779733
"2015-11",8472.82673598734,2026.79941553909,5919.81596885575,8708.31611245014,1962.88157892014,1204.52189117256,1696.5680692635,2697.56199808636,188.675120135405,276.104069792999,262.554487572715,127.833035985822,142.650081693686,251.5013621035,322.619408359433,215.592449237654
"2015-12",8751.6670737981,2136.16537346316,6351.707265191,9038.21723048996,1997.43442873426,1169.76964176395,1835.11798851153,2913.95923502841,167.854540575551,245.081609089327,208.054032650993,108.288459837396,149.026837942192,248.129641666617,320.458281373602,206.95231007772
"2016-01",8264.30030183616,2017.88045533988,6017.822943928,8667.92266995975,1936.05964984375,1160.59537991564,1697.94919269056,2758.51205528956,164.140027467396,276.199797051983,254.418581935672,123.58584720626,156.075518911192,252.490514192707,315.004913784473,217.935768523967
"2016-02",8473.29301574305,1936.35606257044,6606.97248469743,8302.87900924474,1962.65171374594,1289.14744787637,1611.64851591753,2590.7336026827,149.902982125526,320.180202481835,251.243784310238,143.839996895728,139.872184047375,255.84558301621,320.598142316205,222.416067171222
"2016-03",8458.98966006345,1974.36542768121,6322.33271462081,8429.84124544331,1984.22041033322,1279.89167590727,1617.78426636741,2639.73413149031,154.036247375811,239.312644937003,272.069337958315,136.060110204931,144.812889453694,258.425831454662,318.328391341809,207.673464171578
"2016-04",8782.54447042603,2035.03761583073,6274.17151836623,8629.681945161,1960.42631508367,1268.67538082749,1725.90515802167,2803.6895170277,133.016276387475,257.289379887125,273.020735249834,121.824769111261,145.384361909106,254.592896018037,320.911922557753,200.963816497937
"2016-05",8585.42806629077,1926.5036463134,6062.98315540586,8323.40127167671,1935.49497324647,1244.87247154829,1724.72033301315,2698.13215501887,140.808969661175,293.797471922106,260.501426182048,134.37259918283,144.595923775885,261.049906014439,327.268004530506,219.509554302753
"2016-06",8301.17245702217,1865.4486146931,5853.11434394672,8171.20809421447,1919.80817006826,1214.17767685085,1703.86751555653,2713.9250675956,118.687296978051,271.057095278798,300.954896053013,140.954843495088,141.099079495523,256.691577484838,331.143738000015,215.113093579287
"2016-07",8411.5359807576,1840.67973557468,5920.61932349069,8020.92970386083,1935.92456518493,1197.8464355956,1756.27683135608,2731.33472391698,140.951316754298,322.400801738556,316.042451325656,141.937376909491,138.186844968399,253.082398102995,329.480185462726,215.018751256812
"2016-08",8295.14762192536,1847.19268463797,6074.06922032899,8031.15811147334,1934.85997369267,1217.11762408413,1744.53296910367,2718.52925732944,145.055494668455,254.813756259517,302.251029531671,152.555043534153,142.701509408344,249.648407570247,325.076849763049,228.017969289488
"2016-09",8441.68612294282,1873.54253632468,5929.3935250221,8109.2507096436,1923.65195350538,1192.63667342345,1681.22988694948,2672.61462944525,155.039006914289,322.878941394001,329.829814818996,149.132069514081,146.135470891187,259.576642957092,318.06848644895,224.222971694566
"2016-10",8375.13477559729,1937.60944288893,5952.11992948465,8293.98914042463,1965.40985664259,1242.07423654555,1663.33299608401,2648.40794091604,146.216576728189,316.396927114121,332.447747785791,139.947241353353,146.579215167436,258.414961651484,323.04187976579,217.739193250896
"2016-11",8414.84701536911,2039.25338823866,5877.9476218086,8582.97688876025,1967.00258788992,1225.40374197936,1674.06029645046,2802.911205536,149.41821830866,270.393336619227,320.727265842068,124.283014941213,141.940547452893,258.270069487844,307.62237878435,209.00885434825
"2016-12",8432.52566857528,2132.53380453135,6116.55940852621,9166.703917268,1983.70919353451,1209.76440626995,1769.95980158019,3023.35212271291,162.463511783014,264.758713445141,311.213402610679,113.104644448583,144.659207100777,247.99920402848,326.346682326947,231.069571082536
"2017-01",8414.66487483954,2040.19258949683,5962.3528237691,8712.88307591539,1965.01022371877,1198.18634024312,1705.16556002958,2835.55166767792,159.300753791771,320.794545513551,347.478157798013,126.005204369455,149.940120457493,253.105409707596,320.082698986427,225.056517922726
"2017-02",8488.37518564604,1939.35023859077,6212.12310902447,8283.11134528656,1983.13040450718,1218.64314740637,1591.03448627032,2641.65326796934,160.231849971033,323.756875827564,360.268385854738,137.077193467899,149.919933877907,268.10111264521,309.200751842667,224.885192659643
"2017-03",8383.60477724963,1943.7511083805,6450.87203290178,8203.4495786245,1965.58769718059,1253.94959119785,1625.56567842176,2665.51200998863,156.943323161144,309.503322868569,378.943807948095,138.321373688971,146.380433432349,258.85640286034,314.55201153902,231.617032724875
"2017-04",8390.63035779972,2002.40710187013,6033.09813394682,8705.2849420086,1987.11333889653,1193.12992131191,1772.27127579075,2839.74485118732,156.438891482285,318.359894642707,347.125524377189,122.350441039755,144.00114062738,258.965274346426,319.83434840775,234.296048921322
